,text,ori_tweet
13501,coincidence obama ahmadinejad describe israel warning iranian nuclear program noise ,Coincidence? Obama and Ahmadinejad each describe @Israel's warning over the Iranian nuclear program as just 'noise'http://bit.ly/Sf3s2d 
13502,living denial 15 democrats think recent economic news poor ,Living in denial--only 15% of Democrats think that recent economic news is poorhttp://cbsloc.al/R33nlq 
13503,scary obama budget deficits control borrow 40 cents every dollar spends ,Scary--Obama's budget deficits are so out of control that he has to borrow 40 cents on every dollar he spends.
13504,today spoke libertyu convocation great crowd ,"Today I spoke @LibertyU Convocation, a great crowd...
http://www.liberty.edu/index.cfm?PID=18495&MID=65182 …"
13505,rt mittromney running president get us creating wealth redistribute ,RT @MittRomney: I am running for president to get us creating wealth again--not to redistribute it.
13506,obama bernanke destroying value dollar gold real estate continue rise value ,"With Obama and Bernanke destroying the value of the dollar, gold and real estate should continue to rise in value."
13507,attack libyan consulate worst attack us since 9 11 time obama come clean ,The attack on our Libyan consulate was the worst attack on the US since 9/11. Time for Obama to come clean.
13508,despite china cheating well beat country great potential ,"Despite all of China's cheating, they are not doing that well--we can beat them--our country has great potential!"
13509,polls released news outlets oversampling democrats want influence public perception race ,All these polls released by news outlets are oversampling Democrats. They want to influence public perception of the race.
13510,emmys politics despite nominations apprentice never even though many times ,"The Emmys are all politics, that's why, despite nominations, The Apprentice never won--even though it should have many times over."
13511,amazing race winning emmy total joke emmys credibility wonder ratings record lows ,"""Amazing Race"" winning an Emmy again is a total joke. The Emmys have no credibility--no wonder the ratings are at record lows."
13512,emmys horrendous absolute worst show ,The Emmys were horrendous...the absolute worst show!
13513,bad economic numbers horrendous foreign policy obama 12 points ,"With all of the bad economic numbers and horrendous foreign policy, Obama should be down by 12 points--and he's not."
13514,republican party must spend money wisely incredible television commercials must tough smart ,The Republican Party must spend its money wisely and do incredible television commercials. They must be tough and smart.
13515,mittromney give tax returns without demanding obama release college records applications return ,Why did @MittRomney give his tax returns without demanding that Obama release his college records & applications in return?
13516,left liberty university chancellor jerry falwell jr father done amazing job great school students fantastic ,Just left Liberty University. Chancellor Jerry Falwell Jr.& his father have done an amazing job...great school & the students were fantastic
13517,ryder cup amazing week ,The Ryder Cup will be amazing this week.
13518,matter diligent evaluating business deal invariably one factor control luck ,No matter how diligent you are in evaluating a business deal there is invariably one factor you have no control over--luck...
13519,rising premium costs obamacare cost businesses billions guess new costs get passed ,Rising premium costs from Obamacare will cost businesses billions http://bit.ly/SeplEd   Guess where these new costs get passed to – you.
13520,univision forum obama continued make excuses fast furious operation killed innocent americans ,At the Univision forum Obama continued to make excuses for Fast and Furious http://thedc.com/PuKyqa  His operation killed innocent Americans.
13521,watch yesterday obama continued evade questions security failures benghazi consulate ,Watch--yesterday Obama continued to evade questions on his security failures in the Benghazi consulate attack.http://bit.ly/UituYK 
13522,important thing stop questioning curiosity reason existing albert einstein ,"""The important thing is not to stop questioning. Curiosity has its own reason for existing."" --Albert Einstein"
13523,clear embassy attack libya coordinated al qaeda operation based video ,It is now clear that the Embassy attack in Libya was a coordinated Al Qaeda operation and not based on some video.
13524,every time islamic militants attack use movie excuse excuse movie ,Now every time Islamic militants attack they will use that movie as an excuse http://apne.ws/PHbu46    What was the excuse before the movie?
13525,successful never give secrets success shared national achievers congress london ,"To be successful, never give up. My secrets to success will be shared at the National Achievers Congress in London. http://www.nationalachieverscongress.co.uk "
13526,great obama time yesterday fundraise jay z late show record 21 real unemployment ,Isn’t it great that Obama had time yesterday to fundraise with Jay Z and do @Late_Show while there is a record 21% real unemployment!
13527,qe3 political favor obama cause record inflation food fuel hits low income families hardest big mistake ,"QE3, a political favor for Obama, will cause record inflation on food and fuel.  This hits low income families the hardest. Big mistake."
13528,via newsmax media romney said nothing wrong ,"Via @Newsmax_Media: ""Romney Said Nothing Wrong"" http://bit.ly/PHaIEb "
13529,come hard tax hell imports reduce deficit fast ,...come down hard--tax the hell out of their imports and reduce our deficit fast.
13530,china unfairly subsidizing export cars auto parts saying 3 years ,China has been unfairly subsidizing the export of cars & auto parts. I've been saying this for 3 years...
13531,let build wind turbine backyard near house destroy property value ,Don't let them build a wind turbine in your backyard (or near your house). It will destroy your property value.
13532,oil would 25 barrel government would let us drill country would rich needs opec ,Oil would be $25 a barrel if our government would let us drill. Our country would be rich again--who needs OPEC.
13533,technology shown tremendous energy resources right feet know 5 years ago ,Technology has shown we have tremendous energy resources right under our feet that we didn't know about 5 years ago.
13534,stage set real debate interesting ,The stage is set for the real debate--it will be very interesting!
13535,obama play golf republicans opponents rather small group friends way maybe terrible gridlock would end ,Obama should play golf with Republicans & opponents rather than his small group of friends. That way maybe the terrible gridlock would end.
13536,obama killed 100k jobs approving keystone xl pipeline canada selling oil china dumb ,Obama killed over 100k jobs by not approving Keystone XL pipeline and Canada is now selling the oil to China--very dumb!
13537,soldiers even joint exercises afghan soldiers getting shot cont ,Our soldiers can't even have any more joint exercises with Afghan soldiers because they are getting shot in the (cont) http://tl.gd/jbbluo 
13538,believe blaming mittromney egypt ,Can you believe--they are blaming @MittRomney for Egypt.
13539,liberal press look obama ignored security warnings embassies obsessed romney private comments ,Liberal press won't look into why Obama ignored security warnings for embassies but is obsessed with Romney's private comments.
13540,none romney leaked comments change fact obama complete disaster 20 real unemployment 6t deficit spending ,None of Romney's leaked comments change the fact that Obama is a complete disaster. 20% real unemployment and $6T in deficit spending.
13541,tuesday many non stories liberal media try manufacture everyone ignores obama record ,It's Tuesday. How many more non-stories will the liberal media try to manufacture so everyone ignores Obama's record?
13542,majority americans agree mittromney comments israel iran ,The majority of Americans agree with @MittRomney's comments on @Israel and Iran.
13543,49 days election mittromney needs stay offense apologizing deflect onto obama record ,"With 49 days until the election, @MittRomney needs to stay on offense. He should not be apologizing. Deflect onto Obama's record."
13544,small country like sudan tells obama send marines laughing stock ,Now a small country like Sudan tells Obama he can't send any more Marines http://bit.ly/QrFBh2    We are a laughing stock.
13545,liberty university monday 10 speech looking forward meeting students sold ,"I'll be at Liberty University Monday, 10 AM, for speech. Looking forward to meeting students--all sold out!"
13546,friend one enemies pres abraham lincoln ,"""A friend is one who has the same enemies as you have."" -- Pres. Abraham Lincoln"
13547,china attacking japan economy leverage soon try us timetogettough ,China is now attacking Japan's economy for leverage http://apne.ws/StMRYE   Soon they will try the same with us. #TimeToGetTough
13548,monday many excuses obama make today economy ,"It's Monday, how many more excuses will Obama make today about the economy?"
13549,obama denying receive intelligence attacks 3 days busy campaigning ,"While Obama is denying it, he did receive intelligence about the attacks 3 days before http://bit.ly/OuZQs6  Too busy campaigning?"
13550,still buyer market buy directly bank want offload properties defaulted give good prices financing ,"Still a buyer's market. Buy directly from a bank. They want to offload properties that have defaulted, will give good prices & financing."
13551,eli manning staged great comeback 4th quarter elite quarterback ,Eli Manning staged a great comeback in 4th quarter--an elite quarterback.
13552,50 days election timetogettough mittromney gop ,"With 50 days until the election, it is #TimeToGetTough for @MittRomney & @GOP"
13553,teachers chicago go back work emanuel offered fair deal acting cameras ,Teachers in Chicago should go back to work immediately.Rahm Emanuel has offered them a fair deal. Now they're just acting for the cameras.
13554,gas prices doubled obama 5 gallon california must start drilling resources become independent ,Gas prices have doubled under Obama. Over $5/gallon now in California. We must start drilling from our own resources to become independent.
13555,ugly wind turbines destroyed entrance palm springs ca monstrosities ruining landscapes cont ,"Ugly wind turbines have destroyed the entrance to Palm Springs, CA. These monstrosities are ruining landscapes (cont) http://tl.gd/jav9mk "
13556,obama unlucky president everything touches turns mess people ,Obama is our unlucky President. Everything he touches turns into a mess. Some people just don't have it!
13557,trump republicans get tough going win election via thehill ,"""Trump: If Republicans 'don't get tough, they're not going to win this election'"" http://bit.ly/P9NIzj   Via @thehill"
13558,ripped years obama finally figured china taking advantage us finally listening ,"After being ripped off for years, Obama finally figured out that China is taking advantage of us. He's finally listening to me."
13559,kate middleton great sunbathing nude blame ,Kate Middleton is great--but she shouldn't be sunbathing in the nude--only herself to blame.
13560,occupy wall street go get job actually easier work far rewarding ,Occupy Wall Street is at it again- go out and get a job. It's actually easier work and far more rewarding.
13561,success worry every damn thing world except money johnny cash ,"""Success is having to worry about every damn thing in the world, except money.""
--Johnny Cash"
13562,weekly jobless claims economy cannot recover obama office ,Weekly jobless claims are up once again. The economy cannot recover with Obama in office.
13563,hey kimkardashian hear undecided election explain vote mittromney ,Hey @KimKardashian--I hear you are undecided in the election. I can explain why you should vote for @MittRomney.
13564,want know prevail tough circumstances read art comeback ,"If you want to know how to prevail through tough circumstances then read ""The Art of the Comeback."""
13565,first obama says egypt ally promises keep handing aid incompetent unqualified ,First Obama says Egypt is not an ally. Then he promises to keep handing over aid  http://bit.ly/RWUmes    Incompetent and unqualified.
13566,obama let marines guarding embassies egypt live ammunition need fast ,Why doesn't Obama let our marines who are guarding the embassies in Egypt have live ammunition? They need it fast.
13567,oh another rapper trump song young jeezy trump lyrics guys paying ,"Oh no, another rapper doing a Trump song --""Young Jeezy - Trump Lyrics."" Why aren't these guys paying me?"
13568,wow heard previously unknown singer mac miller received 67 million hits song donald trump ,"WOW! I just heard that the previously unknown singer Mac Miller has received over 67 million hits on his song ""Donald Trump."""
13569,nothing permanent temporary government program milton friedman ,"""Nothing is so permanent as a temporary government program."" -- Milton Friedman"
13570,must see video obama criticism mittromney identical carter reagan ,Must see video--Obama's criticism of @MittRomney is identical to Carter's on Reaganhttp://bit.ly/QQSwgB 
13571,congratulations obama dnc federal deficit topped 1t fourth year row nice work ,"Congratulations to Obama and the @DNC. The federal deficit has topped $1T for a fourth year in a row http://bit.ly/Pgh1yq   
Nice work!"
13572,mittromney continue stay offense embassy issue obama put radicals power deserves blame ,".@MittRomney should continue to stay on offense on the embassy issue. Obama, who put these radicals in power, deserves blame."
13573,still giving billions dollars foreign aid muslim brotherhood egypt ,Why are we still giving billions of dollars we don't have in foreign aid to the Muslim Brotherhood in Egypt?
13574,speaking monday september 24 10 liberty university record setting student body look forward ,"I will be speaking Monday, September 24,
 (10 A.M.) at Liberty University, to a record setting student body. I look forward to it!"
13575,media pathetic embassies savaged radicals obama nothing criticize mittromney ,The media is pathetic. Our embassies are savaged by radicals while Obama does nothing and all they can do is criticize @MittRomney.
13576,coincidence obama good friends libya egypt picked 9 11 attack embassies ,What a coincidence that Obama's good friends in Libya and Egypt picked 9/11 to attack our embassies.
13577,allies like egypt libya needs enemies ,"With allies like Egypt and Libya, who needs enemies?!"
13578,increased security embassies anniversary 9 11 ,Shouldn't there have been increased security at our embassies on the anniversary of 9/11?
13579,wake america see article israeli science obama birth certificate fake ,"Wake Up America!  See article: ""Israeli Science: Obama Birth Certificate is a Fake""http://bit.ly/UIfG7B "
13580,obama smart would cancel muslim brotherhood wh visit later month ,"If Obama was smart, he would cancel the Muslim Brotherhood's WH visit later this month. He won't."
13581,obama foreign policy complete total disaster worst president ever ,Obama's foreign policy is a complete and total disaster--the worst President we have ever had.
13582,threw ally mubarak overboard egypt enemy great going obama israel trouble ,We threw our ally Mubarak overboard and Egypt is now our enemy. Great going Obama--Israel is in trouble.
13583,american weakness incompetent president ,This is all about American weakness and an incompetent President.
13584,place success comes work dictionary vince lombardi ,"""The only place success comes before work is in the dictionary."" -- Vince Lombardi"
13585,16t national debt bigger 15t gdp obama elected watch economic meltdown 2013 ,Our $16T national debt is now bigger than our $15T GDP. If Obama is re-elected watch for an economic meltdown in 2013.
13586,deja vu remember time embassies stormed another failed president obama carter ,Deja vu - I can remember a time when our embassies were stormed under another failed President. Obama=Carter.
13587,guess obama cairo speech really worked muslim brotherhood stormed embassy imagine obama speaks beijing ,I guess Obama's Cairo Speech really worked out. The Muslim Brotherhood stormed our embassy on 9.11. Imagine if Obama speaks in Beijing?
13588,obama go worst president history many topics especially foreign policy ,Obama will go down as the worst President in history on many topics but especially foreign policy.
13589,obama host muslim brotherhood pres morsi white house time netanyahu ,So Obama can host the Muslim Brotherhood Pres. Morsi in the White House http://bit.ly/NzbfaN   but doesn't have time for @netanyahu?
13590,get fighting libya besides dead ambassador demand oil ,What did we get for fighting in Libya besides a dead Ambassador. Demand their oil.
13591,obama disaster foreign policy never experience knowledge capable job ,Obama is a disaster at foreign policy. Never had the experience or knowledge. He is not capable of doing the job.
13592,always said people fought libya bad news right ,"I always said the people we fought for in Libya were bad news. Once again, I was right."
13593,obama know foreign policy disaster libya egypt iraq afghanistan cont ,"Obama doesn't know what he's doing. His foreign policy is a disaster. Libya, Egypt, Iraq, Afghanistan--all (cont) http://tl.gd/j8vshg "
13594,attack embassy attack soil attacked libya go libya take cont ,An attack on our Embassy is an attack on our soil. We have been attacked by Libya. Go into Libya & take the (cont) http://tl.gd/j8ubvq 
13595,fight free libya kill ambassador americans obama foreign policy joke ,We fight to free Libya and they kill our Ambassador and other Americans. Obama's foreign policy is a joke.
13596,obama next go vacation wins election day ,When will Obama next go on vacation if he wins the election? The day after.
13597,hope gop realizes blow election tea party next time ,I hope the @GOP realizes that if they blow this election the Tea Party won't be with them next time.
13598,instance nation benefitting prolonged warfare sun tzu ,"""There is no instance of a nation benefitting from prolonged warfare."" -- Sun Tzu"
13599,obama wins end republican party limbaugh ,"""If Obama wins it is the end of the Republican party."" -- @limbaugh"
13600,priorities fundraising campaigning dime obama skipped 50 intel briefings ,"Priorities--while fundraising and campaigning on our dime, Obama has skipped over 50% of his intel briefingshttp://wapo.st/PiD36V "
13601,obama release college applications something foreign ,Why won't Obama release his college applications? Is there something 'foreign' about them?
13602,84 us troops wounded 70 brave men women killed afghanistan come obama time get ,84% of US troops wounded & 70% of our brave men & women killed in Afghanistan have all come under Obama. Time to get out of there.
13603,onus chicago teachers strike falls squarely teachers union inexcusable leave children without school ,The onus of the Chicago teachers' strike falls squarely on the teachers & their union. Inexcusable to leave children without school.
13604,solemn day remembrance take joy fact bin laden last sight navy seal pulling trigger ,On this solemn day of remembrance we can all take joy in the fact that Bin Laden's last sight was a Navy SEAL pulling the trigger.
13605,today remember honor fellow americans nypd fdny fell 11 years ago ,Today we remember and honor our fellow Americans and NYPD and FDNY who fell 11 years ago.
13606,need overcome tug people reach high goals general george patton ,"""You need to overcome the tug of people against you as you reach for high goals.""
--General George S. Patton"
13607,barack obama repeatedly told inconsistent stories religious background ,Why has Barack Obama repeatedly told inconsistent stories about his religious background?  http://bit.ly/SvnUCx    Who is he?
13608,barack obama used mock bush 300k monthly job reports obama wishes could month half good ,Barack Obama used to mock Bush's 300K monthly job reports http://m.tmi.me/wH2YV  Now Obama wishes he could have a month half as good.
13609,president obama greatest hoax ever perpetrated american people clint eastwood ,"""President Obama is the greatest hoax ever perpetrated on the American people""
--Clint Eastwood"
13610,enemies good means stood something sometime life winston churchill ,"""You have enemies? Good. That means you've stood up for something, sometime in your life."" -- Winston Churchill"
13611,one best moves ever made staying last decade artificial real estate boom used downturn advantage ,One of the best moves I ever made was staying out of last decade's artificial real estate boom. But I used the downturn to my advantage.
13612,barackobama presidency median family income fallen terrible middle class ,"During @BarackObama's presidency, median family income has fallen 4.8% http://wapo.st/OyReTC   Terrible for the middle class."
13613,lot people strongly advised apprenticenbc next week start filming record 13th season hence go gut ,"A lot of people strongly advised me against doing @ApprenticeNBC. Next week we start filming the record 13th season
Hence, go with your gut!"
13614,unemployment rate dropped people labor force stopped looking real recovery phony numbers ,"Unemployment rate only dropped because more people are out of labor force & have stopped looking for work.Not a real recovery, phony numbers"
13615,119 000 fewer americans employed july economy still terrible ,"There are now 119,000 fewer Americans employed than there were in July. The economy is still terrible."
13616,today job report dismal record 88 921 000 americans longer work force ,"Today's job report is dismal. Now a record 88,921,000 Americans are no longer in the work force."
13617,drew peterson real sleaze convicted killing wife change law gets death penalty ,"Drew Peterson, a real sleaze, just convicted of killing wife. Change the law so he gets death penalty."
13618,barackobama 1 every 7 americans food stamps ,"Under @BarackObama, 1 out of every 7 Americans is on food stamps."
13619,scary barackobama potus america history amassed total debt ,"Scary--while @BarackObama has been POTUS for 1.6% of America's history, he has amassed 33.3% of the total debt."
13620,forty seven million food stamps came office 32 million added 15 million people mittromney ,"""Forty-seven million now on food stamps. When he came to office there were 32 million. He's added 15 million people."" --@MittRomney"
13621,remember barackobama lauding tonight self indulgent compliments brave soldiers fighting afghanistan ,Remember while @BarackObama is lauding himself tonight with self-indulgent compliments we have our brave soldiers fighting in Afghanistan.
13622,barackobama speech tonight well delivered reality hit friday morning new jobs report released ,After @BarackObama's speech tonight--which should be well delivered--reality will hit Friday morning when the new jobs report is released.
13623,delegates dnc convention keep shouting four years four years 18 real unemployment another 6t debt ,"The delegates at the @DNC convention keep shouting ""Four More Years."" Four more years of 18% real unemployment and another $6T in debt?"
13624,iran flying supply planes syria iraqi airspace thank united states making possible ,"Iran is flying supply planes to Syria through Iraqi airspace. Thank you, United States, for making this possible!"
13625,change jack welch ,"""Change before you have to."" --Jack Welch"
13626,scary thought sexual pervert anthony weiner charlotte bring phone ,Scary thought--is the sexual pervert Anthony Weiner now in Charlotte? Did he bring his phone with him?
13627,democrats dropped references god platform good ,The Democrats dropped all references to God from their platform. Not good!
13628,better 16t us debt works 136 260 per household 50 increase since barackobama took office ,"Better off? The $16T US debt works out to $136,260 per household, a 50% increase since @BarackObama took office."
13629,north carolina fantastic state wonderful people enjoy time visit trump national charlotte ,North Carolina is a fantastic state with wonderful people. I enjoy my time there when I visit Trump National Charlotte.
13630,wish 23 million unemployed able celebrate like democrats charlotte right ,I wish the 23 million who are unemployed were able to celebrate like the Democrats in Charlotte right now.
13631,talk fiscal responsibility dnc convention yesterday ironic debt passed 16t ,"With all the talk of fiscal responsibility at the @DNC convention yesterday, it was ironic that the debt passed $16T."
13632,lancearmstrong revise decision quit go back fight ,".@lancearmstrong, revise your decision to quit--go back and fight."
13633,good speech michelleobama great pressure dems proud ,Very good speech by @MichelleObama--and under great pressure--Dems should be proud!
13634,surprise barackobama letting muslim brotherhood egypt default us loans big mistake ,No surprise. @BarackObama is letting the Muslim Brotherhood in Egypt default on their US loans http://wapo.st/Rh4WIH   Big mistake!
13635,opec better 4 years ago gas doubled barackobama term outrageous ,OPEC is better off than they were 4 years ago. Gas has more than doubled during @BarackObama's term. Outrageous!
13636,chinese better 4 years ago stolen even us jobs trade barackobama term ,The Chinese are better off than they were 4 years ago. They have stolen even more from us in jobs & trade during @BarackObama's term.
13637,national debt passing 16t dnc convention barackobama amassed debt first 42 presidents scary ,"With our national debt passing $16T during the @DNC convention, @BarackObama has amassed more debt than the first 42 presidents. Scary."
13638,record setting gas prices really looking dumb lots made us ,Record setting gas prices in the U.S. -- we're really looking dumb. Lots of $'s being made on us.
13639,media track paulryan old girlfriend marathon time find barackobama college applications info ,The media can track down @PaulRyan's old girlfriend and marathon time but can't find @BarackObama's college applications or other info.
13640,hope change record americans food stamps past june must better ,Is this Hope & Change? A record 46.7M Americans were on food stamps this past June. We must do better.
13641,barackobama fascination plane welcomed come ride ,Why does @BarackObama have such a fascination with my plane? He is more than welcomed to come for a ride.
13642,joe paterno family sue idiots pennstate made ridiculous deal commissioned one sided report ,Joe Paterno's family should sue the idiots @PennState that made that ridiculous deal--and commissioned the one sided report.
13643,yardstick quality people used environment excellence expected steve jobs ,"""Be  yardstick of quality. Some people aren't used to an environment where excellence is expected."" -- Steve Jobs"
13644,predicted 1 year ago gasoline prices hit record high today opec ball expense ,"As I predicted 1 year ago, gasoline prices hit a record high today...OPEC is having a ball at our expense."
13645,win awards speaking enemies either comment say bad leave clint alone ,I win awards for speaking-but the enemies either won't comment or will say only bad...leave Clint alone!
13646,speech one would put winston churchill shame liberals would find way make sound terrible ,"If you have a speech-one that would put Winston Churchill to shame, liberals would find a way to make it sound terrible!"
13647,republicans always saying obama nice guy learn ,Republicans are always saying Obama is such a nice guy. When will they learn that he is not?
13648,andy roddick great tennis player fantastic guy wonderful wife ,Andy Roddick...a great tennis player is a fantastic guy with a wonderful wife.
13649,republicans much tougher obama wait see obama romney dnc ,Republicans should have been much tougher on Obama. Just wait until you see what Obama does to Romney at the DNC!
13650,barackobama assault coal gas oil send energy manufacturing jobs china mittromney ,".@BarackObama's assault on coal and gas and oil will send energy and manufacturing jobs to China."" --@MittRomney"
13651,sure chinese getting anxious watch polls mittromney let cheat us anymore ,I am sure the Chinese are getting anxious. They watch the polls. @MittRomney won't let them cheat us anymore.
13652,obama ideas move us forward take us backwards ideas people come america get away marcorubio ,"""Obama's ideas don't move us 'Forward,' they take us 'Backwards.' These are ideas people come to America to get away from."" --@marcorubio"
13653,mittromney entire life career built prosperity growth ,.@MittRomney's entire life and career have  built  prosperity and growth.
13654,loved watching clint eastwood last night terrific ,I loved watching Clint Eastwood last night--he was terrific!
13655,accept expectations others especially negative ones never change outcome michael jordan ,"""If you accept the expectations of others, especially negative ones, then you will never change the outcome.""  -- Michael Jordan"
13656,gas prices hit record high labor day weekend barackobama could stopped ,Gas prices are about to hit a record high during the Labor Day weekend. @BarackObama could have stopped this.
13657,fact golfers get aches pains like others golf amazingly remedial ,A fact--golfers don't get aches & pains like others who don't golf. It is amazingly remedial.
13658,busy playing golf barackobama sends form letters electronic signature parents fallen seals ,Too busy playing golf? @BarackObama sends form letters with an electronic  signature to the parents of fallen SEALshttp://bit.ly/SUEUzm 
13659,wonder joebiden thinking last night paulryanvp delivered knockout speech joe call sick vp debate ,I wonder what @JoeBiden was thinking last night as @PaulRyanVP delivered that knockout speech. Joe should call in sick for the VP debate.
13660,four years getting run around america needs turnaround man job governor mitt romney paulryanvp ,"""After four  years of getting the run-around, America needs a turnaround, and the man for the job is Governor Mitt Romney."" @PaulRyanVP"
13661,dummies left iraq libya without oil ,The dummies left Iraq (and Libya) without the oil!
13662,gas prices way high economy contracting lower demand opec speculators get away ,"Gas prices are way too high. With an economy contracting and lower demand, how do OPEC & the speculators get away with this?!"
13663,putting together early deals new york advised many young believe anything ,I was putting together my early deals in New York & I was advised by many that I was too young. Believe in yourself & you can do anything.
13664,astonished media continues lie barackobama gutted welfare reform fact ,I am astonished that the media continues to lie. @BarackObama gutted welfare reform. It is a fact!
13665,one work harder one move heaven earth like mitt romney make country better place live anndromney ,"""No one will work harder. No one will move heaven and earth like Mitt Romney to make this country a better place to live!"" -- @AnnDRomney"
13666,wednesday much money china stealing us today ,"It's Wednesday, how much money is China stealing from us today?"
13667,great speech good friend govchristie something hear barackobama convention tell truth ,Great speech by my good friend @GovChristie. He did something you won't hear at @BarackObama's convention---tell the truth.
13668,congratulations anndromney delivering knock speech last night america wait call first lady ,Congratulations to @AnnDRomney on delivering a knock out speech last night. America can't wait to call her our First Lady.
13669,china must worried mittromney win november never pushover like barackobama ,China must be worried that @MittRomney will win this November. They have never had such a pushover like @BarackObama.
13670,coincidence michelle obama called kenya barackobama homeland 2008 ,"What a coincidence--Michelle Obama called Kenya @BarackObama's ""homeland"" in 2008  http://bit.ly/U8uNH0 "
13671,barackobama dismal job record reason alone must defeated november ,.@BarackObama's dismal job record is reason alone that he must be defeated this November.
13672,worried barackobama elected medicare destroyed must take care seniors ,I am very worried that if @BarackObama is re-elected then Medicare will be destroyed. We must take care of our seniors.
13673,wait read rt newsmax media seal book explodes obama furious ,"I can't wait to read this...RT @Newsmax_Media: SEAL Book Explodes, Obama Furious http://bit.ly/U8xSa6 "
13674,stand ready lead us new path lifted desire succeed resentment success mittromney ,"""I stand ready to lead us down a new path, where we are lifted up by our desire to succeed, not by a resentment of success."" -- @MittRomney"
13675,remember ariannahuff ran governor california got 3 votes ,Remember when @ariannahuff ran for Governor of California. She got 3 votes.
13676,bay bridge san francisco built chinese tremendous cost overruns total mess build bridges etc ,"The Bay Bridge in San Francisco is being built by the Chinese--tremendous cost overruns. A total mess. We should build our own bridges, etc"
13677,ariannahuff unattractive inside fully understand former husband left man made good decision ,.@ariannahuff is unattractive both inside and out. I fully understand why her former husband left her for a man- he made a good decision.
13678,us navy wants go green navy use best powerful fuel play games give break ,"The US Navy wants to go ""green."" Our Navy should use the best & most powerful fuel & not play games. Give me a break!"
13679,media silent barackobama called mittromney murderer felon mitt mentions birth certificate go nuts double standard ,Media silent when @BarackObama  called @MittRomney a murderer & felon. Mitt mentions 'birth certificate' and they go nuts. Double standard!
13680,barackobama completely failed american people annual incomes fallen 5 term ,.@BarackObama has completely failed the American people. U.S. annual incomes have fallen over 5% during his termhttp://huff.to/U5Ul7y 
13681,succeed think virgil ,"""They succeed, because they think they can."" -- Virgil"
13682,look happened autism rate 1983 2008 since one time massive shots given children ,Look what happened to the autism rate from 1983-2008 since one-time massive shots were given to children-http://on.fb.me/U6As0k 
13683,sad see barackobama done nasa gutted program made us dependent russians ,It is very sad to see what @BarackObama has done with NASA. He has gutted the program and made us dependent on the Russians.
13684,sorry hear passing neil armstrong weekend american hero ,Sorry to hear of the passing of Neil Armstrong over the weekend. He was an American hero.
13685,one point made last night continue push gop pollitically correct must fight fire fire ,One point I made last night and will continue to push is that the @GOP can't be pollitically correct. We must fight fire with fire.
13686,knew chris matthews sane quite honestly wonderful gone deep end obama surrogate hardball chris ,"I knew Chris Matthews when he was sane and, quite honestly, wonderful. Now he's gone off the deep end as an Obama surrogate. @hardball_chris"
13687,republicans keep apologizing called birther issue apologies take offensive ,"Why do the Republicans keep apologizing on the so called ""birther"" issue? No more apologies--take the offensive!"
13688,toughest thing success got keep success irving berlin ,"""The toughest thing about success is that you've got to keep on being a success."" --Irving Berlin"
13689,barackobama begging eurozone keep greece thinks world revolves around election ,.@BarackObama is begging the Eurozone to keep Greece in until after 11.6.12. He thinks the world revolves around his re-election.
13690,barackobama sent 100 000 jobs canadian oil china would approve keystone xl ,".@BarackObama sent over 100,000 jobs and Canadian oil to China all because he would not approve Keystone XL."
13691,friday many bald eagles wind turbines kill today environmental aesthetic disaster ,It's Friday. How many bald eagles did wind turbines kill today? They are an environmental & aesthetic disaster.
13692,dineshdsouza 2016 obama america expanding 1 000 theaters weekend highest grossing documentary 2012 ,".@DineshDSouza's '2016: Obama's America' is expanding to over 1,000 theaters this weekend. Will be highest grossing documentary in 2012. !!"
13693,life brings many surprises child used vacation family doral miami ,Life brings you many surprises. As a child I used to vacation with my family at the Doral in Miami. Now I own it. http://bit.ly/avJj0B 
13694,proud tea party great patriots accomplished much strengthening country 3 short years ,I am proud of the Tea Party. These great patriots have accomplished so much in strengthening our country in only 3 short years.
13695,disgusting barackobama supporters launching anti mormon whisper campaign shameful surprise ,Disgusting--@BarackObama's supporters are launching an anti-Mormon whisper campaign  http://bit.ly/NjCFX7  Shameful but no surprise.
13696,barackobama bankrupting country budget adds another debt putting us 20t total debt 2016 ,".@BarackObama is bankrupting this country. His budget adds another $4.4T to the debt, putting us over $20T in total debt by 2016."
13697,terrible tragedy empire state building today must fast trials death penalty animals ,Terrible tragedy at the Empire State Building today. Must have fast trials and death penalty for the animals.
13698,life flashes eyes make sure got plenty watch anonymous ,"""When your life flashes before your eyes, make sure you've got plenty to watch."" --Anonymous"
13699,independent watchdog exonerated barackobama failed green energy loans donated 52 500 obama campaign ,"The independent watchdog who exonerated @BarackObama for the failed green energy loans just donated $52,500 to Obama's campaign."
13700,mittromney make us energy independent 2020 barackobama keep wasting money solyndra projects ,.@MittRomney will make us energy independent by 2020 http://reut.rs/NmvRlw  @BarackObama will keep wasting money on Solyndra projects.
13701,massive combined inoculations small children cause big increase autism ,Massive combined inoculations to small children is the cause for big increase in autism....
13702,business venture remember branding one crucial aspects enterprise fight hard brand ,"In any business venture, remember that branding is one of the most crucial aspects of your enterprise. Fight hard for that brand of yours."
13703,one best moves made early career buying air rights tiffany flagship trump tower gleams fifth avenue ,One of the best moves I made early in my career was buying the air rights from Tiffany's flagship. Trump Tower gleams over Fifth Avenue.
13704,change destination hope strategy rudy giuliani ,"""Change is not a destination, just as hope is not a strategy."" -- Rudy Giuliani"
